d,o,h,l,c
1704821520,46699.0,46708.0,46689.0,46689.0
1704821580,46695.0,46727.0,46680.0,46727.0
1704821640,46688.0,46703.0,46677.0,46697.0
1704821700,46697.0,46757.0,46697.0,46729.0
1704821760,46757.0,46771.0,46718.0,46718.0
1704821820,46717.0,46745.0,46716.0,46731.0
1704821880,46731.0,46736.0,46731.0,46733.0
1704821940,46712.0,46717.0,46684.0,46714.0
1704822000,46717.0,46717.0,46684.0,46692.0
1704822060,46673.0,46675.0,46662.0,46668.0
1704822120,46669.0,46715.0,46669.0,46715.0
1704822180,46709.0,46719.0,46684.0,46703.0
1704822240,46701.0,46703.0,46684.0,46695.0
1704822300,46698.0,46718.0,46693.0,46718.0
1704822360,46756.0,46787.0,46752.0,46787.0
1704822420,46786.0,46789.0,46784.0,46789.0
1704822480,46808.0,46854.0,46776.0,46854.0
1704822540,46855.0,46895.0,46846.0,46846.0
1704822600,46842.0,46842.0,46837.0,46837.0
1704822660,46808.0,46843.0,46808.0,46817.0
1704822720,46817.0,46823.0,46783.0,46783.0
1704822780,46793.0,46828.0,46793.0,46824.0
1704822840,46830.0,46830.0,46801.0,46801.0
1704822900,46782.0,46787.0,46741.0,46760.0
1704822960,46763.0,46784.0,46763.0,46771.0
1704823020,46762.0,46783.0,46762.0,46762.0
1704823080,46770.0,46770.0,46745.0,46750.0
1704823140,46748.0,46754.0,46736.0,46744.0
1704823200,46746.0,46749.0,46698.0,46698.0
1704823260,46698.0,46698.0,46668.0,46697.0
1704823320,46730.0,46752.0,46730.0,46743.0
1704823380,46723.0,46730.0,46717.0,46723.0
1704823440,46710.0,46725.0,46692.0,46703.0
1704823500,46699.0,46699.0,46678.0,46679.0
1704823560,46683.0,46690.0,46580.0,46612.0
1704823620,46644.0,46646.0,46598.0,46609.0
1704823680,46593.0,46618.0,46564.0,46608.0
1704823740,46587.0,46617.0,46580.0,46603.0
1704823800,46609.0,46653.0,46609.0,46640.0
1704823860,46627.0,46643.0,46622.0,46643.0
1704823920,46656.0,46657.0,46623.0,46623.0
1704823980,46642.0,46643.0,46615.0,46617.0
1704824040,46615.0,46643.0,46603.0,46643.0
1704824100,46645.0,46653.0,46632.0,46653.0
1704824160,46633.0,46662.0,46633.0,46641.0
1704824220,46640.0,46640.0,46609.0,46627.0
1704824280,46596.0,46616.0,46561.0,46607.0
1704824340,46614.0,46614.0,46598.0,46610.0
1704824400,46617.0,46620.0,46587.0,46620.0
1704824460,46605.0,46656.0,46602.0,46641.0
1704824520,46658.0,46710.0,46658.0,46700.0
1704824580,46701.0,46701.0,46652.0,46652.0
1704824640,46640.0,46640.0,46607.0,46612.0
1704824700,46585.0,46638.0,46585.0,46638.0
1704824760,46662.0,46662.0,46628.0,46628.0
1704824820,46632.0,46648.0,46630.0,46630.0
1704824880,46635.0,46640.0,46619.0,46636.0
1704824940,46638.0,46647.0,46622.0,46622.0
1704825000,46622.0,46624.0,46598.0,46601.0
1704825060,46604.0,46653.0,46598.0,46621.0
1704825120,46610.0,46612.0,46610.0,46611.0
1704825180,46598.0,46598.0,46551.0,46554.0
1704825240,46554.0,46573.0,46528.0,46538.0
1704825300,46530.0,46575.0,46530.0,46575.0
1704825360,46570.0,46576.0,46546.0,46546.0
1704825420,46557.0,46563.0,46539.0,46563.0
1704825480,46562.0,46617.0,46562.0,46617.0
1704825540,46611.0,46636.0,46611.0,46622.0
1704825600,46611.0,46660.0,46608.0,46644.0
1704825660,46638.0,46638.0,46623.0,46623.0
1704825720,46639.0,46649.0,46621.0,46649.0
1704825780,46640.0,46660.0,46640.0,46647.0
1704825840,46655.0,46659.0,46630.0,46630.0
1704825900,46644.0,46644.0,46596.0,46626.0
1704825960,46628.0,46664.0,46618.0,46664.0
1704826020,46663.0,46676.0,46656.0,46665.0
1704826080,46661.0,46661.0,46608.0,46633.0
1704826140,46642.0,46642.0,46610.0,46624.0
1704826200,46639.0,46641.0,46581.0,46610.0
1704826260,46625.0,46630.0,46624.0,46628.0
1704826320,46623.0,46659.0,46622.0,46654.0
1704826380,46665.0,46676.0,46665.0,46676.0
1704826440,46678.0,46678.0,46661.0,46661.0
1704826500,46659.0,46662.0,46649.0,46653.0
1704826560,46655.0,46666.0,46630.0,46638.0
1704826620,46632.0,46641.0,46631.0,46641.0
1704826680,46649.0,46670.0,46649.0,46670.0
1704826740,46675.0,46675.0,46657.0,46657.0
1704826800,46656.0,46673.0,46656.0,46668.0
1704826860,46682.0,46719.0,46682.0,46719.0
1704826920,46701.0,46701.0,46701.0,46701.0
1704826980,46696.0,46736.0,46695.0,46706.0
1704827040,46724.0,46730.0,46717.0,46729.0
1704827100,46711.0,46711.0,46687.0,46687.0
1704827160,46697.0,46704.0,46683.0,46704.0
1704827220,46690.0,46690.0,46664.0,46674.0
1704827280,46682.0,46682.0,46673.0,46673.0
1704827340,46673.0,46673.0,46638.0,46641.0
1704827400,46634.0,46641.0,46595.0,46617.0
1704827460,46623.0,46641.0,46623.0,46641.0
1704827520,46626.0,46642.0,46613.0,46640.0
1704827580,46636.0,46643.0,46625.0,46643.0
1704827640,46659.0,46668.0,46647.0,46668.0
1704827700,46665.0,46675.0,46658.0,46675.0
1704827760,46676.0,46676.0,46658.0,46662.0
1704827820,46671.0,46671.0,46662.0,46668.0
1704827880,46668.0,46722.0,46668.0,46722.0
1704827940,46731.0,46762.0,46726.0,46762.0
1704828000,46771.0,46778.0,46743.0,46743.0
1704828060,46711.0,46719.0,46694.0,46719.0
1704828120,46712.0,46731.0,46703.0,46713.0
1704828180,46734.0,46734.0,46712.0,46712.0
1704828240,46730.0,46730.0,46716.0,46721.0
1704828300,46726.0,46754.0,46723.0,46750.0
1704828360,46744.0,46755.0,46744.0,46755.0
1704828420,46753.0,46755.0,46718.0,46718.0
1704828480,46734.0,46742.0,46734.0,46741.0
1704828540,46740.0,46756.0,46738.0,46756.0
1704828600,46755.0,46790.0,46755.0,46783.0
1704828660,46773.0,46805.0,46773.0,46805.0
1704828720,46807.0,46840.0,46802.0,46822.0
1704828780,46831.0,46844.0,46827.0,46841.0
1704828840,46832.0,46844.0,46832.0,46835.0
1704828900,46844.0,46844.0,46822.0,46822.0
1704828960,46818.0,46824.0,46810.0,46812.0
1704829020,46837.0,46837.0,46799.0,46802.0
1704829080,46800.0,46861.0,46800.0,46861.0
1704829140,46868.0,46880.0,46867.0,46880.0
1704829200,46878.0,46891.0,46866.0,46866.0
1704829260,46829.0,46829.0,46829.0,46829.0
1704829320,46812.0,46859.0,46812.0,46837.0
1704829380,46829.0,46829.0,46772.0,46772.0
1704829440,46767.0,46797.0,46767.0,46788.0
1704829500,46773.0,46773.0,46773.0,46773.0
1704829560,46738.0,46777.0,46735.0,46773.0
1704829620,46782.0,46815.0,46782.0,46809.0
1704829680,46816.0,46816.0,46816.0,46816.0
1704829740,46842.0,46871.0,46842.0,46871.0
1704829800,46863.0,46863.0,46852.0,46855.0
1704829860,46856.0,46865.0,46843.0,46856.0
1704829920,46862.0,46864.0,46853.0,46853.0
1704829980,46853.0,46874.0,46853.0,46874.0
1704830040,46872.0,46888.0,46872.0,46872.0
1704830100,46868.0,46868.0,46846.0,46846.0
1704830160,46843.0,46857.0,46842.0,46853.0
1704830220,46864.0,46878.0,46855.0,46878.0
1704830280,46891.0,46891.0,46882.0,46891.0
1704830340,46879.0,46891.0,46879.0,46890.0
1704830400,46891.0,46891.0,46884.0,46890.0
1704830460,46891.0,46930.0,46891.0,46915.0
1704830520,46922.0,46923.0,46910.0,46910.0
1704830580,46895.0,46895.0,46864.0,46868.0
1704830640,46849.0,46888.0,46841.0,46882.0
1704830700,46897.0,46903.0,46897.0,46898.0
1704830760,46918.0,46918.0,46905.0,46915.0
1704830820,46916.0,46916.0,46890.0,46894.0
1704830880,46906.0,46906.0,46853.0,46869.0
1704830940,46873.0,46887.0,46845.0,46887.0
1704831000,46886.0,46904.0,46873.0,46873.0
1704831060,46874.0,46874.0,46850.0,46852.0
1704831120,46830.0,46830.0,46787.0,46817.0
1704831180,46834.0,46847.0,46829.0,46841.0
1704831240,46849.0,46849.0,46832.0,46842.0
1704831300,46827.0,46845.0,46807.0,46811.0
1704831360,46802.0,46802.0,46755.0,46755.0
1704831420,46741.0,46772.0,46741.0,46766.0
1704831480,46788.0,46803.0,46788.0,46803.0
1704831540,46802.0,46810.0,46796.0,46801.0
1704831600,46795.0,46795.0,46787.0,46790.0
1704831660,46790.0,46790.0,46779.0,46781.0
1704831720,46783.0,46783.0,46746.0,46750.0
1704831780,46738.0,46754.0,46738.0,46754.0
1704831840,46735.0,46742.0,46703.0,46742.0
1704831900,46742.0,46760.0,46715.0,46736.0
1704831960,46729.0,46744.0,46727.0,46744.0
1704832020,46786.0,46786.0,46763.0,46767.0
1704832080,46762.0,46776.0,46761.0,46776.0
1704832140,46784.0,46790.0,46781.0,46783.0
1704832200,46783.0,46790.0,46780.0,46780.0
1704832260,46740.0,46746.0,46703.0,46717.0
1704832320,46725.0,46725.0,46711.0,46716.0
1704832380,46736.0,46748.0,46725.0,46725.0
1704832440,46734.0,46734.0,46720.0,46723.0
1704832500,46703.0,46718.0,46697.0,46697.0
1704832560,46708.0,46710.0,46703.0,46703.0
1704832620,46732.0,46732.0,46711.0,46713.0
1704832680,46713.0,46721.0,46693.0,46693.0
1704832740,46690.0,46695.0,46688.0,46689.0
1704832800,46705.0,46721.0,46705.0,46721.0
1704832860,46699.0,46735.0,46688.0,46735.0
1704832920,46738.0,46793.0,46738.0,46774.0
1704832980,46780.0,46790.0,46771.0,46781.0
1704833040,46787.0,46787.0,46776.0,46776.0
1704833100,46774.0,46774.0,46744.0,46771.0
1704833160,46755.0,46758.0,46755.0,46758.0
1704833220,46763.0,46790.0,46763.0,46789.0
1704833280,46779.0,46781.0,46768.0,46769.0
1704833340,46767.0,46767.0,46737.0,46754.0
1704833400,46758.0,46758.0,46744.0,46755.0
1704833460,46735.0,46739.0,46709.0,46709.0
1704833520,46706.0,46714.0,46676.0,46702.0
1704833580,46695.0,46735.0,46684.0,46713.0
1704833640,46684.0,46688.0,46640.0,46649.0
1704833700,46665.0,46670.0,46638.0,46670.0
1704833760,46663.0,46663.0,46639.0,46643.0
1704833820,46643.0,46646.0,46614.0,46614.0
1704833880,46620.0,46641.0,46605.0,46641.0
1704833940,46635.0,46666.0,46635.0,46666.0
1704834000,46654.0,46716.0,46653.0,46708.0
1704834060,46699.0,46699.0,46659.0,46695.0
1704834120,46722.0,46725.0,46714.0,46725.0
1704834180,46725.0,46725.0,46713.0,46723.0
1704834240,46725.0,46741.0,46725.0,46741.0
1704834300,46727.0,46744.0,46727.0,46735.0
1704834360,46750.0,46765.0,46750.0,46765.0
1704834420,46780.0,46796.0,46780.0,46789.0
1704834480,46806.0,46810.0,46785.0,46785.0
1704834540,46732.0,46736.0,46716.0,46736.0
1704834600,46745.0,46759.0,46723.0,46744.0
1704834660,46735.0,47401.0,46734.0,47401.0
1704834720,47400.0,47800.0,47342.0,47659.0
1704834780,47652.0,47830.0,47480.0,47701.0
1704834840,47789.0,47886.0,47701.0,47842.0
1704834900,47883.0,47897.0,46464.0,46770.0
1704834960,46770.0,47112.0,46700.0,46761.0
1704835020,46676.0,46732.0,45659.0,46078.0
1704835080,46126.0,46543.0,46078.0,46543.0
1704835140,46532.0,46582.0,46334.0,46500.0
1704835200,46537.0,46541.0,46077.0,46077.0
1704835260,46020.0,46297.0,46020.0,46239.0
1704835320,46178.0,46332.0,46096.0,46272.0
1704835380,46210.0,46397.0,46054.0,46314.0
1704835440,46397.0,46410.0,46079.0,46108.0
1704835500,46070.0,46070.0,44903.0,45643.0
1704835560,45579.0,45784.0,45028.0,45297.0
1704835620,45282.0,45699.0,45282.0,45432.0
1704835680,45565.0,45658.0,45381.0,45588.0
1704835740,45658.0,46071.0,45658.0,45862.0
1704835800,45932.0,46071.0,45869.0,46021.0
1704835860,46038.0,46038.0,45735.0,45995.0
1704835920,45970.0,45970.0,45600.0,45645.0
1704835980,45656.0,45852.0,45656.0,45715.0
1704836040,45737.0,45928.0,45721.0,45928.0
1704836100,45929.0,45993.0,45929.0,45983.0
1704836160,45994.0,46170.0,45974.0,46163.0
1704836220,46140.0,46171.0,46119.0,46144.0
1704836280,46152.0,46161.0,45983.0,46084.0
1704836340,46114.0,46244.0,46114.0,46225.0
1704836400,46247.0,46247.0,46113.0,46207.0
1704836460,46211.0,46301.0,46211.0,46292.0
1704836520,46285.0,46285.0,46150.0,46160.0
1704836580,46151.0,46220.0,46066.0,46066.0
1704836640,46089.0,46089.0,45978.0,45978.0
1704836700,46065.0,46137.0,46065.0,46137.0
1704836760,46141.0,46155.0,45921.0,45921.0
1704836820,45966.0,45995.0,45745.0,45828.0
1704836880,45797.0,45916.0,45720.0,45904.0
1704836940,45913.0,45920.0,45850.0,45905.0
1704837000,45861.0,45950.0,45839.0,45839.0
1704837060,45827.0,45827.0,45752.0,45798.0
1704837120,45782.0,45807.0,45713.0,45770.0
1704837180,45753.0,45753.0,45552.0,45576.0
1704837240,45567.0,45673.0,45567.0,45673.0
1704837300,45672.0,45672.0,45445.0,45513.0
1704837360,45505.0,45505.0,45342.0,45379.0
1704837420,45334.0,45472.0,45287.0,45456.0
1704837480,45472.0,45550.0,45468.0,45550.0
1704837540,45562.0,45562.0,45462.0,45462.0
1704837600,45381.0,45459.0,45348.0,45423.0
1704837660,45460.0,45562.0,45460.0,45562.0
1704837720,45584.0,45584.0,45477.0,45513.0
1704837780,45512.0,45574.0,45300.0,45300.0
1704837840,45376.0,45433.0,45345.0,45433.0
1704837900,45474.0,45522.0,45398.0,45510.0
1704837960,45527.0,45669.0,45510.0,45669.0
1704838020,45630.0,45691.0,45621.0,45689.0
1704838080,45686.0,45774.0,45681.0,45774.0
1704838140,45774.0,45774.0,45678.0,45708.0
1704838200,45706.0,45744.0,45657.0,45657.0
1704838260,45687.0,45687.0,45617.0,45636.0
1704838320,45669.0,45726.0,45637.0,45700.0
1704838380,45699.0,45733.0,45652.0,45652.0
1704838440,45601.0,45604.0,45563.0,45599.0
1704838500,45656.0,45674.0,45598.0,45674.0
1704838560,45734.0,45772.0,45726.0,45726.0
1704838620,45717.0,45717.0,45609.0,45650.0
1704838680,45658.0,45713.0,45658.0,45678.0
1704838740,45714.0,45784.0,45713.0,45766.0
1704838800,45784.0,45790.0,45747.0,45779.0
1704838860,45752.0,45752.0,45714.0,45715.0
1704838920,45741.0,45741.0,45680.0,45680.0
1704838980,45691.0,45700.0,45681.0,45700.0
1704839040,45686.0,45701.0,45656.0,45701.0
1704839100,45663.0,45728.0,45646.0,45728.0
1704839160,45726.0,45790.0,45716.0,45790.0
1704839220,45790.0,45856.0,45790.0,45856.0
1704839280,45855.0,45888.0,45816.0,45856.0
1704839340,45808.0,45878.0,45808.0,45835.0
1704839400,45855.0,45873.0,45844.0,45859.0
1704839460,45858.0,45939.0,45837.0,45919.0
1704839520,45921.0,45938.0,45900.0,45938.0
1704839580,45939.0,45939.0,45887.0,45902.0
1704839640,45891.0,45939.0,45891.0,45939.0
1704839700,45944.0,45955.0,45929.0,45955.0
1704839760,45961.0,45984.0,45959.0,45984.0
1704839820,45988.0,46020.0,45969.0,45994.0
1704839880,46008.0,46034.0,45982.0,46021.0
1704839940,46000.0,46014.0,45948.0,45949.0
1704840000,46020.0,46026.0,45992.0,46004.0
1704840060,46045.0,46069.0,46032.0,46046.0
1704840120,46043.0,46048.0,46026.0,46026.0
1704840180,46021.0,46057.0,46013.0,46047.0
1704840240,46046.0,46056.0,46015.0,46051.0
1704840300,46044.0,46044.0,46023.0,46023.0
1704840360,46018.0,46018.0,45868.0,45904.0
1704840420,45882.0,46025.0,45882.0,46012.0
1704840480,45996.0,46033.0,45996.0,46033.0
1704840540,46030.0,46035.0,46030.0,46035.0
1704840600,46003.0,46007.0,45990.0,46000.0
1704840660,45974.0,45975.0,45914.0,45927.0
1704840720,45958.0,45970.0,45947.0,45969.0
1704840780,45965.0,45965.0,45836.0,45857.0
1704840840,45891.0,46004.0,45891.0,46004.0
1704840900,46056.0,46103.0,45979.0,46064.0
1704840960,46112.0,46142.0,46046.0,46142.0
1704841020,46143.0,46294.0,46143.0,46213.0
1704841080,46228.0,46290.0,46224.0,46278.0
1704841140,46296.0,46296.0,46253.0,46283.0
1704841200,46218.0,46244.0,46200.0,46227.0
1704841260,46224.0,46224.0,46187.0,46187.0
1704841320,46198.0,46236.0,46195.0,46236.0
1704841380,46232.0,46260.0,46211.0,46260.0
1704841440,46239.0,46240.0,46193.0,46193.0
1704841500,46201.0,46203.0,46105.0,46148.0
1704841560,46155.0,46155.0,46044.0,46098.0
1704841620,46084.0,46103.0,46063.0,46066.0
1704841680,46067.0,46089.0,46067.0,46069.0
1704841740,46068.0,46117.0,46068.0,46117.0
1704841800,46127.0,46142.0,46111.0,46142.0
1704841860,46166.0,46166.0,46136.0,46143.0
1704841920,46138.0,46142.0,46122.0,46122.0
1704841980,46113.0,46127.0,46073.0,46125.0
1704842040,46080.0,46097.0,46080.0,46097.0
1704842100,46111.0,46117.0,46083.0,46093.0
1704842160,46089.0,46092.0,46037.0,46037.0
1704842220,46037.0,46053.0,45956.0,45966.0
1704842280,45990.0,46014.0,45990.0,46014.0
1704842340,46033.0,46061.0,46033.0,46039.0
1704842400,46047.0,46050.0,45996.0,46019.0
1704842460,46031.0,46037.0,46012.0,46037.0
1704842520,46051.0,46090.0,46051.0,46090.0
1704842580,46112.0,46130.0,46076.0,46082.0
1704842640,46086.0,46099.0,46073.0,46073.0
1704842700,46076.0,46103.0,46076.0,46099.0
1704842760,46106.0,46117.0,46106.0,46117.0
1704842820,46151.0,46155.0,46107.0,46125.0
1704842880,46115.0,46125.0,46114.0,46117.0
1704842940,46151.0,46187.0,46149.0,46174.0
1704843000,46168.0,46168.0,46147.0,46167.0
1704843060,46174.0,46176.0,46150.0,46150.0
1704843120,46131.0,46163.0,46131.0,46145.0
1704843180,46146.0,46146.0,46121.0,46141.0
1704843240,46117.0,46117.0,46093.0,46093.0
1704843300,46083.0,46097.0,46037.0,46066.0
1704843360,46032.0,46046.0,46032.0,46045.0
1704843420,46045.0,46045.0,46045.0,46045.0
1704843480,46023.0,46032.0,46020.0,46020.0
1704843540,46009.0,46009.0,46009.0,46009.0
1704843600,46017.0,46066.0,46017.0,46066.0
1704843660,46046.0,46055.0,46040.0,46040.0
1704843720,46048.0,46048.0,46025.0,46025.0
1704843780,46026.0,46080.0,46025.0,46067.0
1704843840,46065.0,46065.0,46064.0,46064.0
1704843900,46070.0,46109.0,46070.0,46085.0
1704843960,46059.0,46059.0,46021.0,46021.0
1704844020,46017.0,46067.0,46017.0,46038.0
1704844080,46043.0,46043.0,46025.0,46025.0
1704844140,46032.0,46042.0,46032.0,46042.0
1704844200,46029.0,46065.0,46029.0,46059.0
1704844260,46065.0,46081.0,46063.0,46063.0
1704844320,46077.0,46099.0,46072.0,46098.0
1704844380,46094.0,46100.0,46089.0,46089.0
1704844440,46102.0,46102.0,46102.0,46102.0
1704844500,46090.0,46091.0,46082.0,46082.0
1704844560,46105.0,46132.0,46105.0,46118.0
1704844620,46112.0,46112.0,46112.0,46112.0
1704844680,46139.0,46171.0,46139.0,46144.0
1704844740,46151.0,46151.0,46122.0,46124.0
1704844800,46103.0,46140.0,46084.0,46108.0
1704844860,46113.0,46125.0,46058.0,46059.0
1704844920,46066.0,46080.0,46058.0,46058.0
1704844980,46075.0,46103.0,46066.0,46066.0
1704845040,46121.0,46122.0,46076.0,46076.0
1704845100,46090.0,46123.0,46087.0,46123.0
1704845160,46042.0,46051.0,46042.0,46046.0
1704845220,46046.0,46142.0,46046.0,46142.0
1704845280,46147.0,46160.0,46124.0,46124.0
1704845340,46111.0,46160.0,46109.0,46160.0
1704845400,46165.0,46188.0,46165.0,46184.0
1704845460,46184.0,46192.0,46179.0,46183.0
1704845520,46184.0,46195.0,46169.0,46169.0
1704845580,46202.0,46204.0,46177.0,46177.0
1704845640,46175.0,46201.0,46175.0,46201.0
1704845700,46213.0,46231.0,46202.0,46224.0
1704845760,46200.0,46200.0,46199.0,46199.0
1704845820,46208.0,46247.0,46208.0,46234.0
1704845880,46245.0,46245.0,46222.0,46223.0
1704845940,46227.0,46228.0,46212.0,46213.0
1704846000,46195.0,46195.0,46178.0,46179.0
1704846060,46169.0,46169.0,46146.0,46165.0
1704846120,46158.0,46158.0,46089.0,46103.0
1704846180,46062.0,46071.0,46036.0,46040.0
1704846240,46057.0,46094.0,46045.0,46094.0
1704846300,46119.0,46128.0,46084.0,46128.0
1704846360,46133.0,46133.0,46080.0,46094.0
1704846420,46050.0,46087.0,46050.0,46055.0
1704846480,46053.0,46053.0,46021.0,46021.0
1704846540,46021.0,46021.0,45973.0,46002.0
1704846600,46002.0,46002.0,45906.0,45930.0
1704846660,45922.0,45922.0,45865.0,45883.0
1704846720,45908.0,45948.0,45891.0,45928.0
1704846780,45920.0,45995.0,45920.0,45990.0
1704846840,45980.0,45980.0,45935.0,45935.0
1704846900,45935.0,45956.0,45917.0,45956.0
1704846960,45960.0,45990.0,45943.0,45990.0
1704847020,45974.0,45977.0,45927.0,45952.0
1704847080,45972.0,45974.0,45929.0,45929.0
1704847140,45929.0,45929.0,45806.0,45806.0
1704847200,45806.0,45897.0,45805.0,45897.0
1704847260,45893.0,45900.0,45891.0,45891.0
1704847320,45900.0,45911.0,45886.0,45895.0
1704847380,45896.0,45910.0,45891.0,45907.0
1704847440,45913.0,45927.0,45912.0,45922.0
1704847500,45929.0,45947.0,45929.0,45947.0
1704847560,45955.0,45960.0,45944.0,45947.0
1704847620,45951.0,45951.0,45919.0,45922.0
1704847680,45922.0,45925.0,45913.0,45915.0
1704847740,45912.0,45912.0,45826.0,45826.0
1704847800,45843.0,45843.0,45816.0,45842.0
1704847860,45843.0,45857.0,45843.0,45847.0
1704847920,45856.0,45868.0,45819.0,45819.0
1704847980,45834.0,45856.0,45834.0,45838.0
1704848040,45835.0,45865.0,45835.0,45854.0
1704848100,45856.0,46066.0,45856.0,46043.0
1704848160,46017.0,46021.0,45957.0,45981.0
1704848220,45999.0,45999.0,45959.0,45959.0
1704848280,45977.0,45983.0,45929.0,45929.0
1704848340,45912.0,45945.0,45860.0,45880.0
1704848400,45899.0,45899.0,45836.0,45838.0
1704848460,45844.0,45844.0,45807.0,45819.0
1704848520,45828.0,45848.0,45790.0,45790.0
1704848580,45761.0,45788.0,45749.0,45749.0
1704848640,45750.0,45774.0,45743.0,45762.0
1704848700,45784.0,45784.0,45779.0,45779.0
1704848760,45783.0,45789.0,45751.0,45770.0
1704848820,45793.0,45793.0,45773.0,45780.0
1704848880,45767.0,45767.0,45679.0,45723.0
1704848940,45711.0,45740.0,45711.0,45723.0
1704849000,45722.0,45732.0,45711.0,45725.0
1704849060,45732.0,45756.0,45732.0,45754.0
1704849120,45737.0,45737.0,45737.0,45737.0
1704849180,45733.0,45740.0,45705.0,45740.0
1704849240,45735.0,45748.0,45730.0,45748.0
1704849300,45723.0,45723.0,45694.0,45699.0
1704849360,45674.0,45686.0,45650.0,45656.0
1704849420,45651.0,45655.0,45646.0,45647.0
1704849480,45656.0,45656.0,45656.0,45656.0
1704849540,45675.0,45675.0,45639.0,45672.0
1704849600,45666.0,45709.0,45666.0,45709.0
1704849660,45753.0,45786.0,45753.0,45786.0
1704849720,45753.0,45762.0,45753.0,45762.0
1704849780,45755.0,45760.0,45745.0,45745.0
1704849840,45713.0,45713.0,45713.0,45713.0
1704849900,45714.0,45718.0,45692.0,45695.0
1704849960,45702.0,45702.0,45702.0,45702.0
1704850020,45720.0,45720.0,45691.0,45691.0
1704850080,45699.0,45699.0,45686.0,45686.0
1704850140,45690.0,45690.0,45676.0,45676.0
1704850200,45697.0,45712.0,45690.0,45712.0
1704850260,45691.0,45691.0,45674.0,45679.0
1704850320,45684.0,45687.0,45684.0,45685.0
1704850380,45671.0,45677.0,45667.0,45667.0
1704850440,45671.0,45671.0,45660.0,45663.0
1704850500,45645.0,45679.0,45645.0,45664.0
1704850560,45689.0,45718.0,45689.0,45714.0
1704850620,45736.0,45736.0,45728.0,45728.0
1704850680,45716.0,45717.0,45708.0,45710.0
1704850740,45696.0,45698.0,45667.0,45683.0
1704850800,45686.0,45722.0,45686.0,45722.0
1704850860,45737.0,45773.0,45737.0,45773.0
1704850920,45761.0,45783.0,45761.0,45771.0
1704850980,45769.0,45769.0,45765.0,45768.0
1704851040,45783.0,45787.0,45783.0,45787.0
1704851100,45776.0,45776.0,45776.0,45776.0
1704851160,45823.0,45823.0,45823.0,45823.0
1704851220,45832.0,45836.0,45832.0,45836.0
1704851280,45836.0,45849.0,45836.0,45849.0
1704851340,45844.0,45844.0,45826.0,45826.0
1704851400,45864.0,45870.0,45864.0,45870.0
1704851460,45885.0,45941.0,45885.0,45936.0
1704851520,45937.0,45949.0,45932.0,45948.0
